,ticker,date,time,headline,pred_label
15,MS,2022-01-19,07:30:00, Morgan Stanley Q4 Profit Rises 10%  Morgan Stanley Bottom Line Rises In Q4 Morgan Stanley Q4 21 Earnings Conference Call At 8:30 AM ET ,1
16,CMA,2022-01-19,06:40:00," Comerica Inc. Reports Increase In Q4 Profit, Beats estimates Comerica Q4 21 Earnings Conference Call At 10:00 AM ET ",1
17,BAC,2022-01-19,06:45:00," Bank Of America Q4 Profit Up 30%, Tops Estimates - Quick Facts  Bank of America Corporation Bottom Line Rises In Q4, Beats estimates Bank Of America Q4 21 Earnings Conference Call At 11:00 AM ET ",1
18,USB,2022-01-19,06:45:00," US Bancorp Q4 21 Earnings Conference Call At 9:00 AM ET  U.S. Bancorp Q4 Net Income Rises; Net Revenue Down 1.2%  US Bancorp Q4 Income Rises, but misses estimates",0
19,UNH,2022-01-19,05:55:00," UnitedHealth Group Affirms FY22 Outlook; Q4 Results Top Estimates - Quick Facts  Unitedhealth Group, Inc. Q4 Profit Increases, beats estimates Unitedhealth Group Q4 21 Earnings Conference Call At 8:45 AM ET ",1
0,STT,2022-01-19,07:30:00, State Street Projects FY22 Fee Revenue To Rise 3-4% - Quick Facts  State Street Corp. Q4 Income Rises State Street Q4 21 Earnings Conference Call At 10:00 AM ET ,1.0
1,FAST,2022-01-19,06:50:00," Fastenal Rises In Pre-market On Better-than-expected Quarterly Results  Fastenal Co. Q4 Income Advances, Beats estimates",1.0
2,CFG,2022-01-19,06:20:00," Citizens Financial Group Q4 21 Earnings Conference Call At 8:00 AM ET  Citizens Financial Group, Inc. Bottom Line Advances In Q4, Beats estimates",1.0
3,PLD,2022-01-19,08:00:00," Prologis Guides FY22 EPS Well Above Estimates - Quick Facts  ProLogis Q4 Profit Increases, beats estimates Prologis Q4 21 Earnings Conference Call At 12:00 PM ET ",1.0
4,TRV,2022-01-20,06:57:00," Travelers Ticking Up In Pre-market On Upbeat Quarterly Results  Travelers Cos. Declares Qtly. Dividend Of $0.88/Share - Quick Facts  The Travelers Companies  Inc. Q4 Profit Increases, beats estimates",1.0
5,AAL,2022-01-20,07:00:00," American Airlines Q4 Loss Narrows Better Than View  American Airlines Group Inc Q4 Loss Increases, but beats estimates American Airlines Group Q4 21 Earnings Conference Call At 8:30 AM ET ",0.5
6,UNP,2022-01-20,08:00:00, Union Pacific Corp. Q4 Earnings Summary Union Pacific Q4 21 Earnings Conference Call At 8:45 AM ET ,1.0
7,NTRS,2022-01-20,07:40:00," Northern Trust Corp. Q4 Income Climbs Northern Trust Q4 Profit Surges 69%, Results Top Estimates - Quick Facts ",1.0
8,MTB,2022-01-20,06:40:00," M&T Bank Corp. Announces Retreat In Q4 Bottom Line, but beats estimates",0.5
9,KEY,2022-01-20,06:30:00," KeyCorp Announces Advance In Q4 Income, Beats estimates KeyCorp Q4 21 Earnings Conference Call At 8:00 AM ET ",1.0
10,FITB,2022-01-20,06:30:00, Fifth Third Bancorp Q4 income increases in line with estimates,1.0
11,BKR,2022-01-20,07:00:00, Baker Hughes Q4 21 Earnings Conference Call At 8:30 AM ET  Baker Hughes Posts Adj. Profit In Q4 - Quick Facts ,1.0
12,RF,2022-01-20,06:00:00," Regions Financial Corp. Q4 Income Declines, misses estimates",0.0
13,SLB,2022-01-21,07:00:00," Schlumberger Q4 Profit Surges 61%, Results Top Estimates  Schlumberger Ltd. Announces Advance In Q4 Income Schlumberger Q4 21 Earnings Conference Call At 9:30 AM ET ",1.0
14,HBAN,2022-01-21,07:00:00, Curtiss-Wright To Acquire Safran Aerosystems Arresting Company - Quick Facts  Huntington Bancshares Inc. Q4 Profit  misses estimates Huntington Bancshares Q4 21 Earnings Conference Call At 8:30 AM ET ,0.0
15,HAL,2022-01-24,06:45:00, Halliburton Swings To Profit In Q4; Beats Estimates  Halliburton Q4 21 Earnings Conference Call At 9:00 AM ET ,1.0
16,JNJ,2022-01-25,06:30:00," Johnson & Johnson Projects 2022 Adj. Operational EPS Growth Of 9.2%  Johnson & Johnson Q4 Profit Increases, beats estimates Johnson & Johnson Q4 21 Earnings Conference Call At 8:30 AM ET ",1.0
17,GE,2022-01-25,06:30:00," GE Slips To Loss In Q4, But Adj. EPS Tops Estimates  General Electric Q4 21 Earnings Conference Call At 8:00 AM ET ",0.5
18,VZ,2022-01-25,07:00:00, Verizon Q4 Results Beat View; Sees 2022 Profit Above View  Verizon Communications Q4 Profit Beats Estimates Verizon Communications Q4 21 Earnings Conference Call At 8:30 AM ET ,1.0
19,MMM,2022-01-25,06:30:00, 3M Co. Profit Declines In Q4 3M Co. Q4 21 Earnings Conference Call At 9:00 AM ET ,0.0
0,LMT,2022-01-25,07:30:00," Lockheed Martin Guides FY22 EPS Just Above Estimates, But  Sees Weak Revenues - Quick Facts  Lockheed Martin Corp. Profit Climbs In Q4 Lockheed Martin Q4 21 Earnings Conference Call At 11:00 AM ET ",0.0
1,PCAR,2022-01-25,08:00:00," PACCAR Q4 Profit Beats Estimates  Paccar Inc. Announces Climb In Q4 Income, Beats estimates Paccar Q4 21 Earnings Conference Call At 12:00 PM ET ",1.0
2,NEE,2022-01-25,07:30:00, Amended: NextEra Energy Q4 Profit Tops View; Lifts Annual Profit Outlook  NextEra Energy Q4 21 Earnings Conference Call At 9:00 AM ET ,1.0
3,IVZ,2022-01-25,06:55:00, Invesco Q4 21 Earnings Conference Call At 9:00 AM ET  Invesco Ltd. Profit Rises In Q4,1.0
4,AXP,2022-01-25,07:00:00," American Express Targets Elevated Levels Of Revenue Growth In 2022 - Quick Facts  American Express Co. Reveals Rise In Q4 Income, Beats estimates American Express Q4 21 Earnings Conference Call At 8:30 AM ET ",1.0
5,ADM,2022-01-25,07:00:00," Archer-Daniels-Midland Q4 21 Earnings Conference Call At 9:00 AM ET  Archer-Daniels-Midland Boosts Dividend 8.1% - Quick Facts  Archer-Daniels-Midland Q4 Profit Increases, beats estimates",1.0
6,RTX,2022-01-25,06:55:00," Raytheon Technologies Q4 21 Earnings Conference Call At 8:30 AM ET  Raytheon Projects Sales, Earnings Growth In 2022  Raytheon Technologies Corporation Q4 Profit Increases, beats estimates",1.0
7,T,2022-01-26,06:28:00, AT&T Swings To Profit In Q4; Issues Weak FY22 Outlook  AT&T Turns To Profit In Q4; Guides FY22 Below Estimates - Quick Facts  AT&T Q4 21 Earnings Conference Call At 8:30 AM ET ,0.0
8,BA,2022-01-26,07:30:00, Boeing Q4 Loss Sharply Narrows - Quick Facts  The Boeing Co. Q4 Loss Narrows The Boeing Q4 21 Earnings Conference Call At 10:30 AM ET ,1.0
9,GD,2022-01-26,07:00:00," General Dynamics Corp. Bottom Line Declines In Q4, but beats estimates General Dynamics Q4 21 Earnings Conference Call At 9:00 AM ET ",0.5
10,FCX,2022-01-26,08:00:00," Freeport-McMoRan Inc. Q4 Profit Increases, beats estimates",1.0
11,ELV,2022-01-26,06:00:00,,0.0
12,ABT,2022-01-26,07:30:00, Abbott Q4 Profit Tops Estimates; Net Sales Up 7.7% On Organic Basis  Abbott Laboratories Q4 21 Earnings Conference Call At 9:00 AM ET ,1.0
13,TEL,2022-01-26,06:00:00, TE Connectivity Q1 22 Earnings Conference Call At 8:30 AM ET  TE Connectivity Guides Q2 Below Estimates - Quick Facts  TE Connectivity Ltd. Bottom Line Rises In Q1,0.0
14,ROL,2022-01-26,07:30:00," Rollins, Inc. Q4 Profit  misses estimates",0.0
15,PGR,2022-01-26,08:15:00, Progressive Corp. Q4 Net Income Declines - Quick Facts ,0.0
16,NSC,2022-01-26,08:00:00," Norfolk Southern Corp Profit Advances In Q4, Beats estimates Norfolk Southern Q4 21 Earnings Conference Call At 8:45 AM ET ",1.0
17,NDAQ,2022-01-26,07:00:00," Nasdaq Inc. Q4 Profit Increases, beats estimates Nasdaq Q4 21 Earnings Conference Call At 8:00 AM ET ",1.0
18,KMB,2022-01-26,07:30:00," Kimberly-Clark Sees Operating Profit Down Low To Mid-single Digits Percent In 2022  Kimberly-Clark Corp Q4 Profit Decreases, but beats estimates",0.0
19,HES,2022-01-26,07:30:00, Hess Corp. Q4 Profit Tops Estimates ,1.0
0,GLW,2022-01-26,07:15:00," Corning Q4 Income, Sales Increase Above Street View; Sales Outlook Better Than Estimates  Corning Inc. Q4 Profit Increases, beats estimates Corning Q4 21 Earnings Conference Call At 8:30 AM ET ",1
1,APH,2022-01-26,08:00:00," Amphenol Guides Q1 Sales Above Estimates - Quick Facts  Amphenol Corp. Q4 Profit Increases, beats estimates Amphenol Q4 21 Earnings Conference Call At 1:00 PM ET ",1
2,ADP,2022-01-26,08:00:00," ADP Increases FY22 Guidance  Automatic Data Processing Inc. Q2 Profit Increases, beats estimates Automatic Data Processing Q2 22 Earnings Conference Call At 8:30 AM ET ",1
3,MKTX,2022-01-26,06:30:00," MarketAxess Holdings Q4 Profit Declines, Below View  MarketAxess Holdings Inc. Q4 Profit Retreats, misses estimates",0
4,MCD,2022-01-27,07:00:00," McDonald's Q4 Profit Rises 19%, But Results Miss Estimates  McDonalds Corp. Q4 Profit Increases, but misses estimates McDonald's Q4 21 Earnings Conference Call At 8:30 AM ET ",0
5,VLO,2022-01-27,06:30:00, Valero Energy Q4 Profit Beats Estimates ,1
6,NOC,2022-01-27,06:30:00, Northrop Grumman Q4 21 Earnings Conference Call At 9:00 AM ET  Northrop Grumman Q4 Adj. EPS Tops Estimates; Initiates FY22 Outlook - Quick Facts ,1
7,MO,2022-01-27,07:00:00," Altria Group Q4 21 Earnings Conference Call At 9:00 AM ET  Altria Group  Inc. Q4 Profit Decreases, but beats estimates Altria Group Q4 Profit Tops Estimates; Issues FY22 Guidance ",1
8,MA,2022-01-27,08:00:00," Mastercard Incorporated Q4 Profit Increases, beats estimates Mastercard Q4 21 Earnings Conference Call At 9:00 AM ET ",1
9,LUV,2022-01-27,06:45:00, Southwest Airlines Co. Q4 Profit Beats Estimates  Southwest Airlines Q4 21 Earnings Conference Call At 12:30 PM ET ,1
10,CMCSA,2022-01-27,07:00:00," Comcast Q4 Profit Down 9.6%, But Results Top Estimates; Boosts Dividend 8% - Quick Facts  Comcast Corp. Q4 Profit Decreases, but beats estimates Comcast Q4 21 Earnings Conference Call At 8:30 AM ET ",1
11,BX,2022-01-27,06:50:00, Blackstone Q4 Earnings Beat View; AUM Rises ,1
12,XEL,2022-01-27,06:00:00, Xcel Energy Inc Q4 income increases in line with estimates,1
13,TXT,2022-01-27,06:30:00, Textron Q4 21 Earnings Conference Call At 8:00 AM ET  Textron Sees Higher FY22 Results - Quick Facts  Textron Inc. Q4 Profit Drops,0
14,TDY,2022-01-27,06:55:00, Teledyne Technologies Inc Q4 Profit Beats Estimates,1
15,SHW,2022-01-27,07:00:00," Sherwin-Williams Co Q4 Profit Decreases, misses estimates",0
16,NUE,2022-01-27,08:00:00," Nucor Q4 21 Earnings Conference Call At 2:00 PM ET  Nucor Corp. Reports Increase In Q4 Profit, Beats estimates",1
17,MMC,2022-01-27,07:00:00," Marsh & McLennan Companies Q4 21 Earnings Conference Call At 8:30 AM ET  Marsh & McLennan Companies Inc Q4 Profit Increases, beats estimates",1
18,MKC,2022-01-27,06:30:00," McCormick Q4 21 Earnings Conference Call At 8:00 AM ET  McCormick Guides FY22 Above Estimates - Quick Facts  McCormick & Co. Q4 Profit Decreases, but beats estimates",1
19,IP,2022-01-27,07:00:00, International Paper Profit Retreats In Q4 International Paper Q4 21 Earnings Conference Call At 10:00 AM ET ,0
0,HCA,2022-01-27,07:30:00," HCA Healthcare, Inc. Bottom Line Rises In Q4, Beats estimates",1
1,DOW,2022-01-27,06:00:00," Dow Inc. Q4 21 Earnings Conference Call At 8:00 AM ET  Dow Inc. Q4 Profit Increases, beats estimates",1
2,DOV,2022-01-27,07:00:00," Dover Issues FY22 Guidance - Quick Facts  Dover Corp Q4 Profit Increases, beats estimates Dover Corp. Q4 21 Earnings Conference Call At 9:30 AM ET ",1
3,DHR,2022-01-27,06:00:00," Danaher Q4 21 Earnings Conference Call At 8:00 AM ET  Danaher Corp. Q4 Profit Increases, beats estimates",1
4,AOS,2022-01-27,06:55:00," A. O. Smith Issues FY22 Guidance - Quick Facts  A.O. Smith Corp Bottom Line Rises In Q4, Beats estimates",1
5,TSCO,2022-01-27,06:15:00," Tractor Supply Q4 Earnings Summary Tractor Supply Reveals Advance In Q4 Profit, Beats estimates Tractor Supply Q4 21 Earnings Conference Call At 10:00 AM ET ",1
6,ROK,2022-01-27,07:00:00," Rockwell Automation  Inc. Q1 Profit Decreases, but beats estimates Rockwell Automation Q1 22 Earnings Conference Call At 8:30 AM ET ",0.5
7,MSCI,2022-01-27,06:45:00," MSCI Inc. Q4 Profit Increases, beats estimates",1
8,TROW,2022-01-27,07:00:00," T. Rowe Price Group Q4 Profit Decreases, but beats estimates",0.5
9,CAT,2022-01-28,06:30:00," Caterpillar Q4 Results Top Estimates - Quick Facts  Caterpillar Inc. Q4 Profit Increases, beats estimates Caterpillar Q4 21 Earnings Conference Call At 8:30 AM ET ",1
10,CVX,2022-01-28,06:00:00, Chevron Turns To Profit In Q4  Chevron Q4 21 Earnings Conference Call At 11:00 AM ET ,1
11,WY,2022-01-28,03:05:00," Weyerhaeuser Q4 Results Up, Top Estimates; Declares Dividend ",1
12,VFC,2022-01-28,06:55:00," VF Corp Q3 22 Earnings Conference Call At 8:30 AM ET  VF Corp. Reaffirms FY22 Earnings, But Trims Revenue Outlook; Declares Dividend - Quick Facts  VF Corp Q3 Profit Increases, beats estimates",1
13,SYF,2022-01-28,06:00:00, Synchrony Financial Q4 21 Earnings Conference Call At 8:00 AM ET  Synchrony Financial Q4 income increases in line with estimates,1
14,PSX,2022-01-28,07:00:00, Phillips 66 Q4 Profit Tops Estimates  Phillips 66 Q4 21 Earnings Conference Call At 12:00 PM ET ,1
15,LYB,2022-01-28,06:30:00," LyondellBasell Industries N.V. Q4 Profit Decreases, misses estimates LyondellBasell Industries N.V. Q4 21 Earnings Conference Call At 11:00 AM ET ",0
16,CL,2022-01-28,06:55:00," Colgate-Palmolive Guides FY22 Revenues Growth In Line - Quick Facts  Colgate-Palmolive Co. Q4 Profit Drops, Inline With Estimates Colgate-Palmolive Q4 21 Earnings Conference Call At 8:30 AM ET ",0.5
17,CHTR,2022-01-28,07:00:00," Charter Communications Q4 21 Earnings Conference Call At 8:30 AM ET  Charter Communications, Inc. Reports Advance In Q4 Bottom Line, Beats estimates",1
18,CHD,2022-01-28,06:55:00," Church & Dwight Sees Q1 Sales Growth Of About 3%-4%  Church & Dwight Co Inc. Q4 Profit Increases, beats estimates",1
19,TT,2022-01-31,06:30:00, Trane Technologies Q4 Results To Estimates; Guides FY22 In Line - Quick Facts ,1
0,OTIS,2022-01-31,06:00:00, Otis Worldwide Q4 Profit Tops Estimates; Organic Sales Up 2.8% ,1.0
1,LHX,2022-01-31,06:30:00," L3Harris Sees FY Organic Revenue Growth Of 1.0% - 3.0%  L3Harris Technologies, Inc. Q4 Income Advances L3Harris Technologies Q4 21 Earnings Conference Call At 8:30 AM ET ",1.0
2,XOM,2022-02-01,07:30:00," ExxonMobil Swings To Profit In Q4, Tops Estimates  Exxon Mobil Corp. Q4 Earnings Summary Exxon Mobil Q4 21 Earnings Conference Call At 9:30 AM ET ",1.0
3,UPS,2022-02-01,06:00:00," Pre-market Movers: KSCP, OBSV, SPIR, SI, CIAN…  UPS Q4 Profit Tops Estimates  United Parcel Service Q4 21 Earnings Conference Call At 8:30 AM ET ",1.0
4,SWK,2022-02-01,06:00:00," Stanley Black & Decker Guides FY22 Above Estimates - Quick Facts  Stanley Black & Decker, Inc. Bottom Line Drops In Q4 Stanley Black & Decker Q4 21 Earnings Conference Call At 8:00 AM ET ",1.0
5,PNR,2022-02-01,06:55:00, Pentair Q4 21 Earnings Conference Call At 9:00 AM ET  Pentair Plc Issues Q1 & FY22 Guidance - Quick Facts ,1.0
6,PHM,2022-02-01,06:30:00, PulteGroup Q4 21 Earnings Conference Call At 8:30 AM ET ,1.0
7,NVR,2022-02-01,09:00:00,, 
8,CTLT,2022-02-01,07:00:00,, 
9,BR,2022-02-01,07:00:00," Broadridge Financial Solutions Q2 22 Earnings Conference Call At 8:30 AM ET  Broadridge Financial Solutions Inc. Q2 Profit Drops, Inline With Estimates",0.5
10,BEN,2022-02-01,08:30:00, Franklin Resources Q1 Profit Tops Estimates ,1.0
11,WAT,2022-02-01,06:50:00, Waters Guides FY22 In Line; Q4 Results Top Estimates - Quick Facts  Waters Corp. Q4 21 Earnings Conference Call At 8:00 AM ET  Waters Corp. Q4 Profit Beats Estimates,1.0
12,TECH,2022-02-01,06:30:00, Bio-Techne Q2 Results Top Estimates; Declares Dividend - Quick Facts ,1.0
13,HUM,2022-02-02,06:30:00, Humana Q4 Profit Tops Estimates; Announces Value Creation Initiatives  Humana Inc Q4 Earnings Summary Humana Q4 21 Earnings Conference Call At 9:00 AM ET ,1.0
14,ABBV,2022-02-02,07:44:00," AbbVie Guides FY22 Adj. EPS Above Estimates - Quick Facts  AbbVie Q4 21 Earnings Conference Call At 9:00 AM ET  AbbVie Q4 Profit Increases, beats estimates",1.0
15,WM,2022-02-02,07:00:00," Waste Management Inc Q4 Profit Increases, Inline With Estimates Waste Management Q4 21 Earnings Conference Call At 10:00 AM ET ",1.0
16,TMO,2022-02-02,06:00:00," Thermo Fisher Scientific Q4 21 Earnings Conference Call At 8:30 AM ET  Thermo Fisher Scientific Q4 Profit Decreases, but beats estimates",1.0
17,ROP,2022-02-02,06:55:00," Roper Technologies Guides Q1, FY22 Adj. EPS In Line; Q4 Results Top Estimates - Quick Facts  Roper Technologies Inc. Profit Drops In Q4 Roper Technologies Q4 21 Earnings Conference Call At 8:00 AM ET ",1.0
18,ODFL,2022-02-02,07:00:00," Old Dominion Freight Line Q4 Net Jumps 47%, Beats Expectations  Old Dominion Freight Line, Inc. Profit Rises In Q4, Beats estimates",1.0
19,MPC,2022-02-02,06:05:00, Marathon Petroleum Corporation Q4 Earnings Summary Marathon Petroleum Q4 Profit Tops Estimates  Marathon Petroleum Q4 21 Earnings Conference Call At 11:00 AM ET ,1.0
0,JCI,2022-02-02,07:00:00, Johnson Controls Reaffirms FY22 Outlook - Quick Facts  Johnson Controls Inc Q1 Income Falls Johnson Controls Q1 22 Earnings Conference Call At 8:30 AM ET ,0.5
1,HWM,2022-02-02,07:00:00,, 
2,EMR,2022-02-02,06:55:00, Emerson Electric Q1 22 Earnings Conference Call At 9:00 AM ET  Emerson Electric Boosts FY22 Outlook; Declares Dividend - Quick Facts  Emerson Electric Co. Profit Advances In Q1,1
3,DHI,2022-02-02,06:30:00," D R Horton Q1 22 Earnings Conference Call At 8:30 AM ET  D.R. Horton Q1 Earnings, Revenue Guidance Above Estimates; Stock Up ",1
4,CHRW,2022-02-02,08:00:00," C.H. Robinson Worldwide Inc. Bottom Line Rises In Q4, but misses estimates C.H. Robinson Worldwide Q4 21 Earnings Conference Call At 8:30 AM ET ",0
5,BSX,2022-02-02,06:30:00," Boston Scientific Guides Q1, FY22 Below Estimates - Quick Facts  Boston Scientific Corp Q4 Profit Decreases, but beats estimates Boston Scientific Q4 21 Earnings Conference Call At 8:00 AM ET ",0
6,AVY,2022-02-02,06:45:00," Avery Dennison Corp. Q4 Profit Decreases, but beats estimates",0
7,IDXX,2022-02-02,06:30:00," IDEXX Laboratories Q4 21 Earnings Conference Call At 8:30 AM ET  IDEXX Labs Sees Higher FY22 Results - Quick Facts  IDEXX Laboratories Inc Announces Fall In Q4 Profit, but beats estimates",1
8,MRK,2022-02-03,06:30:00, Merck Q4 Profit Beats Estimates  Merck & Co Q4 21 Earnings Conference Call At 8:00 AM ET ,1
9,BIIB,2022-02-03,07:00:00, Biogen Posts Adj. Profit In Q4; Sees FY22 Results Below Market  Biogen Q4 21 Earnings Conference Call At 8:00 AM ET ,0
10,LLY,2022-02-03,06:25:00, Eli Lilly Q4 Results Top Estimates; Reaffirms FY22 Outlook  Eli Lilly And Co. Profit Declines In Q4 Eli Lilly Q4 21 Earnings Conference Call At 9:00 AM ET ,1
11,HON,2022-02-03,06:30:00," Honeywell Q4 Earnings Rise, Above Estimates; Provides Annual Outlook Below Consensus  Honeywell International Inc. Q4 Profit Increases, beats estimates Honeywell International Q4 21 Earnings Conference Call At 8:30 AM ET ",0.5
12,CMI,2022-02-03,07:30:00," Cummins  Inc. Q4 Profit Retreats, misses estimates",0
13,CI,2022-02-03,06:00:00," Cigna Corp. Sees FY22 Results Below Market  Cigna Corp. Q4 Profit Decreases, but beats estimates Cigna Q4 21 Earnings Conference Call At 8:30 AM ET ",0
14,CAH,2022-02-03,06:45:00," Cardinal Health Q2 22 Earnings Conference Call At 8:30 AM ET  Cardinal Health Inc Q2 Profit Decreases, but beats estimates",0
15,XYL,2022-02-03,06:55:00," Xylem Q4 Profit Drops, But Beats Estimates ",0
16,WRK,2022-02-03,06:30:00," WestRock Q1 22 Earnings Conference Call At 8:30 AM ET  WestRock Company Q1 Profit Increases, beats estimates",1
17,RL,2022-02-03,08:00:00," Ralph Lauren Again Boosts FY22 Revenue Growth Outlook - Quick Facts  Ralph Lauren Corp. Q3 Profit Increases, beats estimates Ralph Lauren Q3 22 Earnings Conference Call At 9:00 AM ET ",1
18,PH,2022-02-03,07:30:00," Parker Hannifin Boosts FY22 Outlook As Q2 Results Top Estimates - Quick Facts  Parker Hannifin Corp. Q2 Profit Decreases, but beats estimates",1
19,ITW,2022-02-03,08:00:00," Illinois Tool Works Guides FY22 In Line; Q4 Results Top Estimates - Quick Facts  Illinois Tool Works Inc Reports Decline In Q4 Bottom Line, but beats estimates",0.5
0,ICE,2022-02-03,07:30:00," IntercontinentalExchange Group Inc. Q4 Profit Increases, beats estimates IntercontinentalExchange Group Q4 21 Earnings Conference Call At 8:30 AM ET ",1.0
1,HUBB,2022-02-03,07:30:00,,0.5
2,HSY,2022-02-03,07:00:00," Hershey Q4 21 Earnings Conference Call At 8:30 AM ET  Hershey Co. Q4 Profit Increases, beats estimates",1.0
3,GWW,2022-02-03,08:00:00," W.W. Grainger Sees FY22 Sales Above Estimates - Quick Facts  Grainger (W.W.) Inc. Q4 Profit Increases, beats estimates",1.0
4,EL,2022-02-03,06:45:00," The Estée Lauder Companies Inc. Q2 Profit Increases, beats estimates The Estée Lauder Companies Q2 22 Earnings Conference Call At 9:30 AM ET ",1.0
5,COP,2022-02-03,07:00:00, ConocoPhillips Increases Planned 2022 Return Of Capital To $8 Bln; Issues Guidance  ConocoPhillips Q4 Earnings Summary ConocoPhillips Q4 21 Earnings Conference Call At 12:00 PM ET ,1.0
6,CMS,2022-02-03,08:00:00," CMS Energy Raises FY22 Adj. EPS Guidance  CMS Energy Q4 21 Earnings Conference Call At 9:30 AM ET  CMS Energy Corp. Q4 Profit Increases, beats estimates",1.0
7,BDX,2022-02-03,06:00:00," Becton, Dickinson And Co. Raises FY22 Outlook Above Market View  Becton, Dickinson and Company Q1 Profit Decreases, but beats estimates Becton, Dickinson And Co Q1 22 Earnings Conference Call At 8:00 AM ET ",1.0
8,AME,2022-02-03,06:55:00," Ametek Inc. Q4 Profit Increases, beats estimates Ametek Q4 21 Earnings Conference Call At 8:30 AM ET ",1.0
9,WEC,2022-02-03,07:00:00," WEC Energy Group Q4 21 Earnings Conference Call At 2:00 PM ET  WEC Energy Group Reports Fall In Q4 Income, but beats estimates",0.5
10,SNA,2022-02-03,06:30:00," Snap-On Inc. Q4 Profit Increases, beats estimates",1.0
11,DGX,2022-02-03,06:45:00, Quest Diagnostics Q4 21 Earnings Conference Call At 8:30 AM ET  Quest Names James Davis As CEO-elect To Succeed Steve Rusckowski; CFO Mark Guinan To Retire  Quest Diagnostics Guides FY22 In Line; Q4 Results Top Estimates; Boosts Dividend 6.5% - Quick Facts ,1.0
12,FTV,2022-02-03,08:00:00," Fortive Q4 Profit Beats Estimates  Fortive Corporation Q4 Profit Decreases, but beats estimates",1.0
13,APTV,2022-02-03,06:45:00," Aptiv PLC Q4 21 Earnings Conference Call At 8:00 AM ET  Aptiv PLC Q4 Profit Decreases, but beats estimates",1.0
14,BMY,2022-02-04,06:59:00, Bristol-Myers Squibb Reaffirms FY22 Adj. EPS Outlook; Swings To Profit In Q4 - Quick Facts  Bristol-Myers Squibb Co. Q4 Earnings Summary Bristol-Myers Squibb Q4 21 Earnings Conference Call At 8:00 AM ET ,1.0
