,ticker,date,time,headline,pred_label
17,VFC,2021-01-27,06:55:00, VF Corp Q3 21 Earnings Conference Call At 8:30 AM ET  VF Corp. Boosts FY21 Outlook - Quick Facts  VF Corp Q3 adjusted earnings of $0.93 per share,1.0
18,TXT,2021-01-27,06:30:00, Textron Q4 20 Earnings Conference Call At 8:00 AM ET  Textron Guides FY21 Adj. EPS Above Estimates - Quick Facts  Textron Inc. Q4 adjusted earnings Beat Estimates,1.0
19,TEL,2021-01-27,08:00:00, TE Connectivity Q1 21 Earnings Conference Call At 8:30 AM ET  TE Connectivity Ltd. Q1 adjusted earnings Beat Estimates,1.0
0,TDY,2021-01-27,07:30:00, Teledyne Issues Outlook - Quick Facts  Teledyne Technologies Inc Reports Gain In Q4 Bottom Line,1
1,ROL,2021-01-27,07:30:00," Rollins, Inc. Profit Climbs In Q4",1
2,PGR,2021-01-27,08:32:00,,0.5
3,NSC,2021-01-27,08:00:00, Norfolk Southern Raises Dividend - Quick Facts  Norfolk Southern Q4 20 Earnings Conference Call At 8:45 AM ET ,1
4,NDAQ,2021-01-27,07:00:00, Nasdaq Inc. Q4 adjusted earnings Beat Estimates Nasdaq Q4 20 Earnings Conference Call At 8:00 AM ET ,1
5,HES,2021-01-27,07:30:00, Hess Corporation Q4 adjusted earnings Beat Estimates,1
6,GLW,2021-01-27,07:15:00, Corning Inc. Q4 adjusted earnings Beat Estimates Corning Q4 20 Earnings Conference Call At 8:30 AM ET ,1
7,APH,2021-01-27,08:00:00, Amphenol Board Approves 2-for-1 Stock Split - Quick Facts  Amphenol Corp. Q4 adjusted earnings Beat Estimates,1
8,ADP,2021-01-27,08:00:00, Automatic Data Processing Raises FY21 Outlook - Quick Facts  Automatic Data Processing Inc. Q2 adjusted earnings Beat Estimates Automatic Data Processing Q2 21 Earnings Conference Call At 8:30 AM ET ,1
9,MKTX,2021-01-27,06:30:00," MarketAxess Holdings Inc. Earnings Rise In Q4 MarketAxess Q4 Profit Tops Estimates, Revenues Up 32%; Announces Increase In Dividend ",1
10,MCD,2021-01-28,08:30:00, McDonald's Q4 Profit Down; U.S. Comps. Up 5.5%  McDonalds Corp. Q4 adjusted earnings Miss Estimates McDonald's Q4 20 Earnings Conference Call At 8:30 AM ET ,0
11,VLO,2021-01-28,06:30:00, Valero Energy Corp. Q4 adjusted earnings Beat Estimates,1
12,NOC,2021-01-28,06:40:00, Northrop Grumman Initiates FY21 Outlook Below Estimates - Quick Facts ,0
13,MO,2021-01-28,07:00:00, Altria Initiates FY21 Adj. EPS Outlook Below Estimates  - Quick Facts ,0
14,MA,2021-01-28,08:00:00, Mastercard Incorporated Q4 adjusted earnings Beat Estimates Mastercard Q4 20 Earnings Conference Call At 9:00 AM ET ,1
15,LUV,2021-01-28,08:00:00, Southwest Airlines Inc. Q4 adjusted earnings Beat Estimates Southwest Airlines Posts Adj. Loss In Q4; Operating Revenues Down 64.9%  Southwest Airlines Q4 20 Earnings Conference Call At 12:30 PM ET ,1
16,CMCSA,2021-01-28,08:00:00, Comcast Hikes Dividend By 9% - Quick Facts  Comcast Corp. Q4 adjusted earnings Beat Estimates Comcast Q4 20 Earnings Conference Call At 8:30 AM ET ,1
17,AAL,2021-01-28,07:00:00, American Airlines Group Posts Adj. Loss In Q4; Revenues	down 64.4%  American Airlines Group Inc Q4 adjusted earnings Beat Estimates American Airlines Group Q4 20 Earnings Conference Call 8:30 AM ET ,1
18,XEL,2021-01-28,06:00:00, Xcel Energy Inc Reveals Fall In Q4 Profit,0
19,WRK,2021-01-28,08:00:00, WestRock Q1 21 Earnings Conference Call At 8:30 AM ET  WestRock Company Q1 adjusted earnings Beat Estimates,1
0,SWK,2021-01-28,08:00:00," Stanley Black & Decker Guides FY21 In Line With Estimates - Quick Facts  Stanley Black & Decker, Inc. Q4 adjusted earnings Beat Estimates Stanley Black & Decker Q4 20 Earnings Conference Call At 8:00 AM ET ",1.0
1,SHW,2021-01-28,07:00:00, Sherwin-Williams Guides FY21 In Line With Estimates - Quick Facts  Sherwin-Williams Co Reports Gain In Q4 Profit,1.0
2,PNR,2021-01-28,06:55:00, Pentair Introduces Q1 & FY21 Guidance - Quick Facts ,0.5
3,PHM,2021-01-28,08:00:00," PulteGroup Commences Cash Tender Offer For Up To $300 Mln Senior Notes - Quick Facts  PulteGroup, Inc. Q4 adjusted earnings Beat Estimates",1.0
4,NVR,2021-01-28,09:00:00,,0.5
5,NUE,2021-01-28,08:00:00, Nucor Expects Q1 Earnings To Significantly Increase From Prior Quarter - Quick Facts  Nucor Corp. Q4 Earnings Rise,1.0
6,MMC,2021-01-28,07:00:00, Marsh & McLennan Q4 20 Earnings Conference Call At 8:30 AM ET  Marsh & McLennan Companies Inc Q4 adjusted earnings Beat Estimates,1.0
7,MKC,2021-01-28,06:30:00, McCormick Initiates FY21 Outlook In Line With Estimates - Quick Facts  McCormick & Co. Q4 Adjusted Earnings Miss Estimates  McCormick & Co. Q4 20 Earnings Conference Call At 8:00 AM ET ,0.0
8,DOW,2021-01-28,06:00:00, Dow Inc. Q4 adjusted earnings Beat Estimates,1.0
9,DOV,2021-01-28,07:00:00," Dover Sees FY21 Earnings, Revenue Growth Above Estimates - Quick Facts  Dover Corp Q4 adjusted earnings Beat Estimates",1.0
10,DHR,2021-01-28,07:00:00, Danaher Corp. Q4 adjusted earnings Beat Estimates Danaher Q4 Results Beat View - Quick Facts ,1.0
11,AOS,2021-01-28,08:00:00, A. O. Smith Issues FY21 Outlook - Quick Facts  A.O. Smith Corp Q4 adjusted earnings Beat Estimates,1.0
12,TSCO,2021-01-28,06:05:00, Tractor Supply Sees FY EPS In Line With View  Tractor Supply Q4 adjusted earnings Beat Estimates Tractor Supply Q4 20 Earnings Conference Call At 10:00 AM ET ,1.0
13,MSCI,2021-01-28,08:00:00, MSCI Inc. Q4 adjusted earnings Beat Estimates,1.0
14,TROW,2021-01-28,07:30:00, T. Rowe Price Group Q4 adjusted earnings Beat Estimates,1.0
15,CAT,2021-01-29,06:30:00," Caterpillar Q4 Profit Falls, But Beats Estimates - Quick Facts  Cat Financial Q4 Profit Down 8% - Quick Facts  Caterpillar Inc. Q4 adjusted earnings of $2.12 per share Caterpillar Q4 20 Earnings Conference Call At 8:30 AM ET ",1.0
16,LLY,2021-01-29,08:00:00, Eli Lilly Q4 Results Top Estimates; Backs FY21 Outlook  Eli Lilly And Co. Q4 adjusted earnings Beat Estimates Eli Lilly And Co. Q4 20 Earnings Conference Call At 9:00 AM ET ,1.0
17,HON,2021-01-29,07:00:00, Honeywell Issues 2021 Outlook - Quick Facts  Honeywell International Inc. Q4 adjusted earnings Beat Estimates Honeywell International Q4 20 Earnings Conference Call At 8:30 AM ET ,1.0
18,CVX,2021-01-29,06:45:00, Chevron Posts Adj. Loss In Q4 - Quick Facts  Chevron Corp. Q4 adjusted earnings Miss Estimates Chevron Q4 20 Earnings Conference Call At 11:00 AM ET ,0.0
19,WY,2021-01-29,03:05:00, Weyerhaeuser Co Q4 adjusted earnings Beat Estimates,1.0
0,SYF,2021-01-29,06:30:00, Synchrony Financial Q4 20 Earnings Conference Call At 8:30 AM ET  Synchrony Financial Q4 Profit Down; To Buy Back Up To $1.6 Bln Of Shares  EARNINGS SUMMARY: Details of Synchrony Financial Q4 Earnings Report,0.0
1,ROP,2021-01-29,06:55:00, Roper Technologies Q4 Profit Drops  Roper Technologies Inc. Q4 adjusted earnings Beat Estimates Roper Technologies Q4 20 Earnings Conference Call At 8:00 AM ET ,0.0
2,PSX,2021-01-29,07:00:00, Phillips 66 Q4 adjusted earnings Miss Estimates Phillips 66 Q4 20 Earnings Conference Call At 12:00 PM ET ,0.0
3,LYB,2021-01-29,08:00:00, LyondellBasell Industries N.V. Q4 adjusted earnings Beat Estimates,1.0
4,JCI,2021-01-29,06:30:00, Johnson Controls To Achieving Net Zero Carbon Emissions Before 2040 - Quick Facts  Johnson Controls Guides FY21 In Line With Estimates - Quick Facts  Johnson Controls Inc Q1 adjusted earnings Beat Estimates Johnson Controls Q1 21 Earnings Conference Call At 7:30 AM ET ,1.0
5,CL,2021-01-29,08:00:00, Colgate-Palmolive Guides FY21 Revenues In Line; Q4 Results Top View - Quick Facts  Colgate-Palmolive Co. Q4 adjusted earnings Beat Estimates Colgate-Palmolive Q4 20 Earnings Conference Call At 8:30 AM ET ,1.0
6,CHTR,2021-01-29,07:00:00," Charter Communications Q4 20 Earnings Conference Call At 8:30 AM ET  Charter Communications, Inc. Q4 Earnings Climb",1.0
7,CHD,2021-01-29,08:00:00, Church & Dwight Sees Q1 Earnings Below View; Hikes Dividend - Quick Facts  Church & Dwight Co Inc. Q4 adjusted earnings Beat Estimates,0.5
8,LHX,2021-01-29,06:30:00," L3Harris Technologies Q4 20 Earnings Conference Call At 8:30 AM ET  L3Harris Technologies Board Hikes Dividend By 20%, Approves $6 Bln Share Buyback - Quick Facts  L3Harris Technologies, Inc. Q4 adjusted earnings Beat Estimates",1.0
9,TMO,2021-02-01,06:00:00, Thermo Fisher Scientific Q4 adjusted earnings Beat Estimates Thermo Fisher Scientific Q4 20 Earnings Conference Call At 8:30 AM ET ,1.0
10,OTIS,2021-02-01,06:08:00,,0.5
11,ON,2021-02-01,08:00:00, ON Semiconductor Sees Q1 Revenue Above Estimates - Quick Facts  ON Semiconductor Corp. Q4 adjusted earnings Beat Estimates ON Semiconductor Q4 20 Earnings Conference Call At 9:00 AM ET ,1.0
12,XOM,2021-02-02,08:00:00," Exxon Mobil Q4 20 Earnings Conference Call At 9:30 AM ET  Exxon Mobil Q4 Adj. Earnings Beat Estimates, But Revenues Miss - Quick Facts  Exxon Mobil Corp. Q4 adjusted earnings Beat Estimates",1.0
13,UPS,2021-02-02,06:00:00, UPS Q4 Results Top Estimates - Quick Facts  United Parcel Service Q4 adjusted earnings Beat Estimates United Parcel Service Q4 20 Earnings Conference Call At 8:30 AM ET ,1.0
14,PFE,2021-02-02,06:45:00, Pfizer Turns To Profit In Q4; Raises FY Profit View  Pfizer Inc. Q4 adjusted earnings of $0.42 per share,1.0
15,MCK,2021-02-02,07:00:00, McKesson Boosts FY21 Adj. EPS Outlook; Authorizes $2 Bln Share Buyback - Quick Facts  McKesson Corp. Q3 adjusted earnings Beat Estimates McKesson Q3 21 Earnings Conference Call At 8:00 AM ET ,1.0
16,SYY,2021-02-02,08:00:00, Sysco Corp. Q2 adjusted earnings Miss Estimates Sysco Q2 21 Earnings Conference Call At 10:00 AM ET ,0.0
17,MPC,2021-02-02,08:00:00, Marathon Petroleum Projects Lower 2021 Capital Spending Of $1.4 Bln - Quick Facts  Marathon Petroleum Corporation Q4 adjusted earnings Beat Estimates Marathon Petroleum Q4 20 Earnings Conference Call At 11:00 AM ET ,1.0
18,HUBB,2021-02-02,08:00:00,,0.5
19,HCA,2021-02-02,07:30:00," HCA Healthcare Reinstates Quarterly Dividend Program - Quick Facts  HCA Healthcare, Inc. Reports Increase In Q4 Bottom Line",1.0
0,ETN,2021-02-02,06:30:00," Eaton Guides Q1, FY21 Adj. EPS Well Above Estimates - Quick Facts  Eaton Corp. Q4 adjusted earnings Beat Estimates",1.0
1,EMR,2021-02-02,08:00:00, Emerson Boosts FY21 Outlook - Quick Facts  Emerson Electric Co. Q1 adjusted earnings Beat Estimates,1.0
2,CTLT,2021-02-02,07:15:00,,0.5
3,COP,2021-02-02,08:00:00, ConocoPhillips Posts Adj. Loss In Q4 - Quick Facts  ConocoPhillips Q4 20 Earnings Conference Call At 12:00 PM ET ,0.0
4,BR,2021-02-02,07:00:00," Broadridge Sees FY21 Recurring Revenue, Adjusted EPS Growth At High End Of Ranges  Broadridge Financial Solutions Inc. Q2 adjusted earnings Beat Estimates",1.0
5,BEN,2021-02-02,08:00:00, Franklin Resources Inc. Q1 adjusted earnings Beat Estimates,1.0
6,IDXX,2021-02-02,07:00:00," IDEXX Laboratories Q4 20 Earnings Conference Call At 8:30 AM ET  IDEXX Laboratories Sees FY21 Earnings, Revenue Above Estimates - Quick Facts  IDEXX Laboratories Inc Q4 Income Rises",1.0
7,WAT,2021-02-02,08:00:00, Waters Corp. Issues Q1 & FY21 Outlook - Quick Facts  Waters Corp. Q4 adjusted earnings Beat Estimates,1.0
8,TECH,2021-02-02,06:30:00, Bio-Techne Corp. Q2 Profit Tops Estimates; Organic Revenue Up 19% - Quick Facts ,1.0
9,BIIB,2021-02-03,07:00:00, Biogen Guides FY21 Below Estimates; Q4 Results Top Estimates - Quick Facts  Biogen Inc. Q4 adjusted earnings Miss Estimates,0.5
10,HUM,2021-02-03,06:30:00, Humana Q4 20 Earnings Conference Call At 9:00 AM ET  Humana Slips To Loss In Q4 On Higher Expenses  Humana Inc Q4 adjusted earnings Beat Estimates Humana Q4 20 Earnings Conference Call At 9:00 AM ET ,0.0
11,ABBV,2021-02-03,07:00:00, AbbVie Q4 Results Top Estimates; Sees FY21 Profit Above View  AbbVie Q4 20 Earnings Conference Call At 9:00 AM ET  EARNINGS SUMMARY: Details of AbbVie Q4 Earnings Report,1.0
12,HWM,2021-02-03,07:00:00,,0.5
13,GWW,2021-02-03,08:00:00, Grainger (W.W.) Inc. Q4 adjusted earnings Miss Estimates,0.0
14,BSX,2021-02-03,06:30:00," Boston Scientific Q4 20 Earnings Conference Call At 8:00 AM ET  Boston Scientific Sees Q1, FY21 Profit Below View  Boston Scientific Corp Q4 adjusted earnings Miss Estimates Boston Scientific Q4 20 Earnings Conference Call At 8:00 AM ET ",0.0
15,AVY,2021-02-03,06:45:00, Avery Dennison Sees FY21 Profit Above View  Avery Dennison Corp. Q4 adjusted earnings Beat Estimates Avery Dennison Q4 20 Earnings Conference Call At 1:00 PM ET ,1.0
16,APTV,2021-02-03,06:00:00, Aptiv Issues FY21 Outlook - Quick Facts  Aptiv PLC Q4 adjusted earnings Beat Estimates,1.0
17,MRK,2021-02-04,06:45:00, Merck Issues FY21 Outlook; Elects Robert Davis As CEO  Merck Names Robert Davis CEO Effective July 1; Kenneth Frazier To Continue As Exe. Chairman ,1.0
18,BMY,2021-02-04,07:00:00, Bristol-Myers Squibb Co. Q4 adjusted earnings Beat Estimates Bristol Myers Squibb Raises 2021 Adj. Earnings Guidance ,1.0
19,YUM,2021-02-04,07:00:00, Yum! Brands Q4 Results Top Estimates  Yum! Brands Inc. Q4 adjusted earnings Beat Estimates Yum! Brands Q4 20 Earnings Conference Call At 8:15 AM ET ,1.0
0,PM,2021-02-04,07:00:00, Philip Morris Issues FY21 Outlook - Quick Facts ,1
1,CMI,2021-02-04,07:00:00, Cummins  Inc. Q4 adjusted earnings ,1
2,CI,2021-02-04,06:00:00, Cigna Q4 20 Earnings Conference Call At 8:30 AM ET  Cigna Issues 2021 Outlook - Quick Facts  Cigna Corp. Q4 adjusted earnings Miss Estimates,0
3,XYL,2021-02-04,06:55:00, Xylem Provides FY21 Guidance; Boosts Dividend 8% - Quick Facts  Xylem Inc. Q4 adjusted earnings Beat Estimates,1
4,TPR,2021-02-04,07:00:00," Tapestry, Inc. Q2 adjusted earnings Beat Estimates",1
5,RL,2021-02-04,08:00:00, Ralph Lauren Corp. Q3 Adjusted Earnings Beat Estimates ,1
6,PH,2021-02-04,07:30:00, Parker Hannifin Raises FY21 Outlook - Quick Facts ,1
7,ODFL,2021-02-04,07:00:00," Old Dominion Freight Line Q4 Profit Tops Estimates - Quick Facts  Old Dominion Freight Line, Inc. Profit Climbs In Q4",1
8,IP,2021-02-04,08:00:00, International Paper Q4 adjusted earnings Miss Estimates,0
9,ICE,2021-02-04,07:30:00, Intercontinental Exchange Boosts Quarterly Dividend By 10% - Quick Facts  IntercontinentalExchange Group Inc. Q4 adjusted earnings Beat Estimates,1
10,HSY,2021-02-04,08:00:00, Hershey Q4 20 Earnings Conference Call At 8:30 AM ET  Hershey Sees FY21 Net Sales In Line With Estimates - Quick Facts  Hershey Co. Q4 adjusted earnings Beat Estimates,1
11,CMS,2021-02-04,08:00:00, CMS Energy Raises 2021 Adjusted Earnings Guidance  CMS Energy Corp. Q4 adjusted earnings Beat Estimates,1
12,CLX,2021-02-04,08:00:00, Clorox Boosts FY21 Outlook - Quick Facts  Clorox Co. Q2 Profit Rises,1
13,BDX,2021-02-04,06:00:00," Becton, Dickinson And Co. Q1 21 Earnings Conference Call At 8:00 AM ET  Becton, Dickinson Raises FY21 Outlook - Quick Facts  Becton, Dickinson and Company Q1 adjusted earnings Beat Estimates",1
14,BAX,2021-02-04,07:15:00, Baxter International Q4 20 Earnings Conference Call At 8:30 AM ET  Baxter Issues Q1 & FY21 Guidance - Quick Facts  Baxter International Inc. Q4 adjusted earnings Beat Estimates,1
15,APD,2021-02-04,06:00:00, Air Products And Chemicals Inc. Q1 adjusted earnings Miss Estimates Air Products And Chemicals Q1 21 Earnings Conference Call At 10:00 AM ET ,0
16,AME,2021-02-04,06:55:00," AMETEK Guides Q1, FY21 Adj. EPS In Line With Estimates - Quick Facts  Ametek Inc. Q4 adjusted earnings Beat Estimates",1
17,WEC,2021-02-04,07:00:00, WEC Energy Group Profit Drops In Q4,0
