,ticker,date,time,headline,pred_label
2,CVX,27/01/2023,6:45:00," Chevron Q4 Profit Up 25%, But Misses Estimates  Chevron Corp. Q4 Profit Increases, but misses estimates Chevron Q4 22 Earnings Conference Call AT 11:00 AM ET ",0.5
3,ROP,27/01/2023,6:55:00," Roper Technologies Q4 Profit Up, Above Estimates - Update  Roper Technologies Inc. Q4 Income Advances Roper Technologies Q4 22 Earnings Conference Call At 8:00 AM ET ",1
4,HCA,27/01/2023,7:00:00," HCA Healthcare, Inc. Q4 Profit Increases, but misses estimates",0.5
5,CL,27/01/2023,6:55:00," Colgate-Palmolive Q4 Base Business Profit Declines; Organic Sales Up 8.5%  Colgate-Palmolive Co. Q4 Profit Decreases, but beats estimates Colgate-Palmolive Q4 22 Earnings Conference Call At 8:30 AM ET ",0.5
6,CHTR,27/01/2023,7:00:00," Charter Communications Q4 22 Earnings Conference Call At 8:30 AM ET  Charter Communications, Inc. Q4 Profit Falls, misses estimates",0
7,AXP,27/01/2023,7:00:00," American Express Co. Profit Retreats In Q4, misses estimates American Express Q4 22 Earnings Conference Call At 8:30 AM ET ",0
8,GEHC,30/01/2023,6:30:00," GE HealthCare Q4 Profit Declines  GE HealthCare Q4 Net Income Declines, Organic Revenues Up 13%; Reaffirms 2023 Guidance ",0.5
9,BEN,30/01/2023,8:30:00," Franklin Resources Inc. Q1 Profit Decreases, misses estimates Franklin Resources Q1 23 Earnings Conference Call At 11:00 AM ET ",0
10,XOM,31/01/2023,6:30:00," Exxon Mobil Q4 22 Earnings Conference Call At 8:30 AM ET  Exxon Mobil Q4 Results Top Estimates  Exxon Mobil Corp. Q4 Profit Increases, beats estimates",1
11,UPS,31/01/2023,6:00:00," United Parcel Service Q4 22 Earnings Conference Call At 8:30 AM ET  UPS Q4 Profit Beats Market; Sees Weak Revenues, Margin In FY23; Plans Dividend, $5 Bln Buyback ",0.5
12,PFE,31/01/2023,6:45:00," Pfizer Q4 Profit Tops View; Sees Weak FY23 Results, Below Market  Pfizer Q4 22 Earnings Conference Call At 10:00 AM ET  Pfizer Inc. Q4 Profit Increases, beats estimates",0.5
13,MCD,31/01/2023,7:00:00," McDonalds Corp. Q4 Profit Increases, beats estimates McDonald's Q4 22 Earnings Conference Call At 8:30 AM ET ",1
14,GM,31/01/2023,6:30:00," General Motors Q4 22 Earnings Conference Call AT 8:30 AM ET  GM To Invest $650 Mln In Lithium Americas To Develop U.S.-Sourced Lithium Production  General Motors Q4 Profit Up, Tops Estimates; Sees FY23 Adj. EPS Above Market; Stock Up In Pre-market  General Motors Company Q4 Profit Increases, beats estimates",1
15,CAT,31/01/2023,6:30:00," Caterpillar Q4 22 Earnings Conference Call At 8:30 AM ET  Cat Financial Q4 Profit Down - Quick Facts  Caterpillar Inc. Q4 Profit Decreases, misses estimates",0
16,SYY,31/01/2023,8:00:00," Sysco Corp. Q2 Profit Decreases, misses estimates Sysco Q2 23 Earnings Conference Call AT 10:00 AM ET ",0
17,PSX,31/01/2023,7:00:00, Phillips 66 Adj. EPS Miss Estimates ,0
18,PNR,31/01/2023,6:55:00," Pentair Q4 22 Earnings Conference Call At 9:00 AM ET  Pentair plc Q4 Profit Decreases, but beats estimates",0.5
19,PHM,31/01/2023,6:30:00," PulteGroup Q4 22 Earnings Conference Call At 8:30 AM ET  PulteGroup Q4 Earnings Rise Helped By Revenue Growth, Beats View ",1
0,NVR,31/01/2023,9:00:00,,0.5
1,MPC,31/01/2023,6:40:00," Marathon Petroleum Corporation Q4 Profit Increases, beats estimates",1
2,MCO,31/01/2023,7:00:00," Moody's Q4 22 Earnings Conference Call At 12:30 PM ET  Moody's Projects 2023 Revenue To Grow In Mid-to-high-single Digit Percent Range  Moodys Corp. Q4 Profit Decreases, but beats estimates",0.5
3,IP,31/01/2023,7:00:00, International Paper Q4 Earnings Surpass Street View ,1
4,HUBB,31/01/2023,7:30:00,,0.5
5,GLW,31/01/2023,7:10:00, Corning Q4 Profit Tops Estimates; Issues Q1 Guidance  Corning Q4 22 Earnings Conference Call At 8:30 AM ET ,1
6,DOV,31/01/2023,6:30:00," Dover Corp. Q4 22 Earnings Conference Call At 9:00 AM ET  Dover Q4 Profit Down, But Beats Estimates - Update ",0.5
7,AOS,31/01/2023,6:55:00, A.O. Smith Corp Q4 Earnings Summary,0.5
8,MSCI,31/01/2023,6:45:00," MSCI Q4 Profit Up 11%, Tops Estimates; Boosts Dividend 10.4%  MSCI Inc. Q4 Profit Increases, beats estimates",1
9,MO,01/02/2023,7:00:00," Altria Q4 Profit Beats Estimates, Expects 2023 Adj. EPS To Grow 3%-6%; Authorizes Share Repurchase ",1
10,HUM,01/02/2023,6:30:00, Humana Q4 22 Earnings Conference Call At 9:00 AM ET  Humana Q4 Loss Widens On Charges  Humana Inc. Q4 Profit Beats Estimates; Revenues Up 6.6%  Humana Inc Q4 Earnings Summary,0
11,WRK,01/02/2023,6:30:00," WestRock Q1 23 Earnings Conference Call At 8:30 AM ET  WestRock Company Q1 Profit Decreases, misses estimates",0
12,TMUS,01/02/2023,7:00:00," T-Mobile Q4 Profit Surges, Beats Market Estimates; Sees Growth In FY23 Core Adj. EBITDA  T-Mobile US Q4 22 Earnings Conference Call At 8:00 AM ET ",1
13,TMO,01/02/2023,6:00:00," Thermo Fisher Scientific Q4 22 Earnings Conference Call AT 8:30 AM ET  Thermo Fisher Scientific Guides FY23 Above Estimates - Update  Thermo Fisher Scientific Q4 Profit Decreases, but beats estimates",0.5
14,ODFL,01/02/2023,7:00:00," Old Dominion Freight Line, Inc. Q4 Profit Climbs, Beats estimates",1
15,JCI,01/02/2023,7:00:00, Johnson Controls Q1 Profit Declines Inline With Estimates - Update  Johnson Controls Q1 23 Earnings Conference Call At 8:30 AM ET ,0
16,BSX,01/02/2023,6:30:00," Boston Scientific Sees Q1, FY23 Adj. EPS To Be In Line Or Below Market; Stock Down In Pre-market  Boston Scientific Corp Q4 Profit Increases, but misses estimates Boston Scientific Q4 22 Earnings Conference Call At 8:00 AM ET ",0.5
17,OTIS,01/02/2023,6:11:00, Otis Worldwide Q4 Results Top Estimates; Guides FY23 In Line With View ,1
18,FTV,01/02/2023,7:30:00," Fortive Corporation Q4 Profit Increases, beats estimates",1
19,MRK,02/02/2023,6:30:00," Merck Q4 Profit Down, Adj. EPS Tops View; Sees Weak FY23 Adj. EPS, Below Market ",0
0,BMY,02/02/2023,6:59:00, Bristol-Myers Squibb Guides FY23 Adj. EPS In Line; Q4 Results Top Estimates ,1
1,LLY,02/02/2023,6:45:00, Lilly Lifts FY23 Earnings View Above Market On Updated Tax Rate - Update  Eli Lilly And Co. Reveals Rise In Q4 Bottom Line Eli Lilly And Co. Q4 22 Earnings Conference Call At 10:00 AM ET ,1
2,HON,02/02/2023,6:30:00," Honeywell International Inc. Q4 Profit Decreases, but beats estimates Honeywell International Q4 22 Earnings Conference Call At 8:30 AM ET ",0.5
3,CAH,02/02/2023,6:55:00, Cardinal Health Raises Earnings Outlook For Full Year - Update  Cardinal Health Q2 23 Earnings Conference Call At 8:30 AM ET ,1
4,TT,02/02/2023,6:30:00,,0
5,SWK,02/02/2023,6:00:00," Stanley Black & Decker Guides FY23 Above Estimates - Update  Stanley Black & Decker, Inc. Q4 Earnings Summary",1
6,PH,02/02/2023,7:30:00," Parker Hannifin Corp. Q2 Profit Increases, beats estimates",1
7,ITW,02/02/2023,8:00:00, Illinois Tool Works Q4 Profit Surges; Beats Estimates; Projects 3-5% Growth For FY23 ,1
8,ICE,02/02/2023,7:30:00," IntercontinentalExchange Group Inc. Q4 Profit Decreases, misses estimates",0
9,HSY,02/02/2023,6:45:00, Hershey Q4 Profit Beats Estimates; Projects 2023 Adj. EPS Growth Of 9%-11% ,1
10,GWW,02/02/2023,8:00:00," Grainger Targets Daily Sales Growth Of 7%-11% For 2023  Grainger (W.W.) Inc. Q4 Profit Increases, beats estimates",1
11,EL,02/02/2023,6:45:00," Estee Lauder Slashes FY23 Earnings Outlook - Update  The Est?e Lauder Companies Inc. Q2 Profit Decreases, but beats estimates The Est?e Lauder Companies Q2 23 Earnings Conference Call At 9:30 AM ET ",0.5
12,COP,02/02/2023,7:00:00," ConocoPhillips Q4 Profit Missed Estimates, Announces Planned Return Of Capital Of $11 Bln ",0
13,CMS,02/02/2023,7:00:00," CMS Energy Q4 Profit Drops, But Beats Estimates; Raises Annual Earnings Outlook - Update ",0.5
14,BR,02/02/2023,7:00:00," Broadridge Financial Solutions Inc. Q2 Profit Increases, beats estimates",1
15,BDX,02/02/2023,6:30:00," Becton, Dickinson Boosts FY23 Outlook - Update  Becton, Dickinson and Company Q1 Profit Decreases, but beats estimates Becton, Dickinson And Co. Q1 23 Earnings Conference Call At 8:00 AM ET ",1
16,AVY,02/02/2023,6:45:00," Avery Dennison Corp. Q4 Profit Decreases, misses estimates",0
17,APD,02/02/2023,6:00:00," Air Products Sees Higher Earnings In Q2; Backs FY23 Forecast - Update  Air Products And Chemicals Inc. Q1 Profit Increases, but misses estimates",1
18,AME,02/02/2023,6:55:00,,0
19,WEC,02/02/2023,7:00:00," WEC Energy Group Reports Increase In Q4 Income, Beats estimates",1
0,SNA,02/02/2023,6:30:00," Snap-on Q4 Results Rise, Top Estimates  Snap-On Inc. Reveals Increase In Q4 Bottom Line, Beats estimates",1
1,DGX,02/02/2023,6:45:00, Quest Diagnostics Guides FY23 Adj. EPS In Line With Estimates - Update ,1
2,TECH,02/02/2023,6:30:00," Bio-Techne Corp. Q2 Profit Decreases, misses estimates",0
3,BALL,02/02/2023,6:00:00," Ball Corporation Q4 Profit Decreases, misses estimates Ball Corp. Q4 22 Earnings Conference Call At 11:00 AM ET ",0
4,APTV,02/02/2023,6:45:00," Aptiv Q4 Profit Up, Above Estimates - Update ",1
5,CI,03/02/2023,6:00:00," Cigna Q4 Results Top View; Sees Higher FY23 Earnings, But Below Market  Cigna Q4 22 Earnings Conference Call At 8:30 AM ET  Cigna Corp. Q4 Profit Increases, beats estimates",1
6,REGN,03/02/2023,6:30:00, Regeneron Pharma Q4 Profit Declines; Adj. Total Revenues Up 14%  Regeneron Pharmaceuticals Q4 Profit Declines,0
7,LYB,03/02/2023,6:30:00," LyondellBasell Industries N.V. Q4 Profit Decreases, but beats estimates",1
8,CHD,03/02/2023,6:55:00," Church & Dwight Sees Weak EPS In Q1 Below Market, Flat To High Adj. EPS In FY23; Lifts Dividend  Church & Dwight Co Inc. Q4 Earnings Summary",0.5
9,AON,03/02/2023,6:00:00," Aon Plc Q4 22 Earnings Conference Call At 8:30 AM ET  Aon plc Q4 Profit Decreases, but beats estimates",1
10,ZBH,03/02/2023,6:30:00, Zimmer Biomet Holdings Q4 22 Earnings Conference Call At 8:30 AM ET  Zimmer Biomet Sees FY23 Profit In Line With View  Zimmer Biomet Holdings Inc. Q4 Earnings Summary,1
11,CBOE,03/02/2023,7:30:00," CBOE Global Markets, Inc. Q4 Profit Decreases, but beats estimates",1
12,CMI,06/02/2023,7:30:00," Cummins Sees Higher Revenues, EBITDA Margin In FY23 - Update  Cummins  Inc. Q4 Profit Increases, but misses estimates Cummins Q4 22 Earnings Conference Call At 10:00 AM ET ",0.5
13,TSN,06/02/2023,6:55:00," Tyson Foods Q1 Profit Misses Estimates, Sales Up 2.5%; Pork Remains Challenged By Industry Headwinds  Tyson Foods Inc. Q1 Profit Decreases, misses estimates Tyson Foods Q1 23 Earnings Conference Call At 9:00 AM ET ",0
14,ON,06/02/2023,8:00:00," ON Semiconductor Guides Q1 Well Below Estimates; Approves $3 Bln Share Buyback - Update  ON Semiconductor Corp. Q4 Profit Increases, beats estimates",0.5
15,IDXX,06/02/2023,6:30:00," IDEXX Laboratories Q4 22 Earnings Conference Call At 8:30 AM ET  IDEXX Laboratories Sees Higher Earnings, Revenues In FY23 - Update  IDEXX Laboratories Inc Q4 Income Climbs, Beats estimates",1
16,L,06/02/2023,6:00:00, Loews Corp. Profit Climbs In Q4,1
17,DD,07/02/2023,6:00:00, DuPont Q4 Results Miss Estimates; Boosts Dividend 9%  EI DuPont De Nemours & Co. Q4 Income Falls EI DuPont De Nemours & Co. Q4 22 Earnings Conference Call At 8:00 AM ET ,0
18,CNC,07/02/2023,6:00:00, Centene Q4 22 Earnings Conference Call At 8:30 AM ET  Centene Raises 2023 Premium And Service Revenues Guidance; Reiterates Adj. EPS Outlook  Centene Corporation Q4 Earnings Summary,1
19,XYL,07/02/2023,6:55:00," Xylem Inc. Q4 Profit Increases, beats estimates",1
0,TDG,07/02/2023,7:15:00," TransDigm Group Boosts FY23 Outlook - Update  TransDigm Group Incorporated Q1 Profit Increases, beats estimates",1
1,RCL,07/02/2023,8:00:00," Royal Caribbean Cruises Ltd. Q4 Loss Decreases, beats estimates",1
2,J,07/02/2023,6:40:00," Jacobs Solutions Inc. Q1 Profit Increases, beats estimates",1
3,CTLT,07/02/2023,7:00:00,,0
4,IT,07/02/2023,6:00:00," Gartner Sees FY23 Adj. Earnings Below Market - Update  Gartner, Inc. Q4 Profit Increases, beats estimates Gartner Q4 22 Earnings Conference Call At 8:00 AM ET ",0
5,LIN,07/02/2023,6:05:00," Linde plc Q4 Profit Increases, beats estimates Linde Plc Q4 Adj. Profit Rises; Underlying Sales Up 7% ",1
6,INCY,07/02/2023,7:00:00," Incyte Corporation Q4 Profit Decreases, but beats estimates",0
7,CARR,07/02/2023,6:30:00," Carrier Global Q4 Profit Drops, Inline With Estimates - Update ",0
